DATE,CPI,UNRATE,FEDFUNDS,REALRATE,LFPART
2010-01-01,217.5,9.8,0.1,-0.8,64.8
2010-02-01,217.3,9.8,0.1,-1.1,64.9
2010-03-01,217.4,9.9,0.2,-1.6,64.9
2010-04-01,217.4,9.9,0.2,-0.4,65.2
2010-05-01,217.3,9.6,0.2,-0.5,64.9
2010-06-01,217.2,9.4,0.2,-0.4,64.6
2010-07-01,217.6,9.4,0.2,-0.1,64.6
2010-08-01,217.9,9.5,0.2,-0.7,64.7
2010-09-01,218.3,9.5,0.2,-0.1,64.6
2010-10-01,219.0,9.4,0.2,-1.0,64.4
2010-11-01,219.6,9.8,0.2,-1.2,64.6
2010-12-01,220.5,9.3,0.2,-0.9,64.3
2011-01-01,221.2,9.1,0.2,-1.1,64.2
2011-02-01,221.9,9.0,0.2,-1.4,64.1
2011-03-01,223.0,9.0,0.1,-1.5,64.2
2011-04-01,224.1,9.1,0.1,-1.5,64.2
2011-05-01,224.8,9.0,0.1,-2.1,64.1
2011-06-01,224.8,9.1,0.1,-2.0,64.0
2011-07-01,225.4,9.0,0.1,-2.6,64.0
2011-08-01,226.1,9.0,0.1,-1.3,64.1
2011-09-01,226.6,9.0,0.1,-0.7,64.2
2011-10-01,226.8,8.8,0.1,-1.6,64.1
2011-11-01,227.2,8.6,0.1,-1.6,64.1
2011-12-01,227.2,8.5,0.1,-2.0,64.0
2012-01-01,227.8,8.3,0.1,-1.6,63.7
2012-02-01,228.3,8.3,0.1,-1.7,63.8
2012-03-01,228.8,8.2,0.1,-1.3,63.8
2012-04-01,229.2,8.2,0.1,-1.9,63.7
2012-05-01,228.7,8.2,0.2,-1.3,63.7
2012-06-01,228.5,8.2,0.2,-0.4,63.8
2012-07-01,228.6,8.2,0.2,-1.2,63.7
2012-08-01,229.9,8.1,0.1,-1.2,63.5
2012-09-01,231.0,7.8,0.1,-2.1,63.6
2012-10-01,231.6,7.8,0.2,-1.7,63.8
2012-11-01,231.2,7.7,0.2,-1.5,63.6
2012-12-01,231.2,7.9,0.2,-2.5,63.7
2013-01-01,231.7,8.0,0.1,-1.1,63.7
2013-02-01,232.9,7.7,0.2,-0.9,63.4
2013-03-01,232.3,7.5,0.1,0.5,63.3
2013-04-01,231.8,7.6,0.2,-0.8,63.4
2013-05-01,231.9,7.5,0.1,-0.5,63.4
2013-06-01,232.4,7.5,0.1,-0.7,63.4
2013-07-01,232.9,7.3,0.1,-0.2,63.3
2013-08-01,233.5,7.2,0.1,-1.6,63.3
2013-09-01,233.5,7.2,0.1,-1.4,63.2
2013-10-01,233.7,7.2,0.1,-1.1,62.8
2013-11-01,234.1,6.9,0.1,-1.0,63.0
2013-12-01,234.7,6.7,0.1,-1.9,62.9
2014-01-01,235.3,6.6,0.1,-1.3,62.9
2014-02-01,235.5,6.7,0.1,-1.4,62.9
2014-03-01,236.0,6.7,0.1,-0.9,63.1
2014-04-01,236.5,6.2,0.1,-1.3,62.8
2014-05-01,236.9,6.3,0.1,-1.5,62.9
2014-06-01,237.2,6.1,0.1,-1.2,62.8
2014-07-01,237.5,6.2,0.1,-1.8,62.9
2014-08-01,237.5,6.1,0.1,-1.3,62.9
2014-09-01,237.5,5.9,0.1,-2.0,62.8
2014-10-01,237.4,5.7,0.1,-1.1,62.9
2014-11-01,237.0,5.8,0.1,-0.3,62.9
2014-12-01,236.3,5.6,0.1,-2.5,62.8
2015-01-01,234.7,5.7,0.1,1.1,62.9
2015-02-01,235.3,5.5,0.1,1.5,62.7
2015-03-01,236.0,5.4,0.1,0.9,62.6
2015-04-01,236.2,5.4,0.1,-0.8,62.8
2015-05-01,237.0,5.6,0.1,-1.0,62.9
2015-06-01,237.7,5.3,0.1,-1.2,62.7
2015-07-01,238.0,5.2,0.1,-1.3,62.6
2015-08-01,238.0,5.1,0.1,-1.3,62.6
2015-09-01,237.5,5.0,0.1,-1.7,62.4
2015-10-01,237.7,5.0,0.1,-0.8,62.5
2015-11-01,238.0,5.1,0.1,-0.7,62.5
2015-12-01,237.8,5.0,0.2,-0.7,62.7
2016-01-01,237.7,4.8,0.3,-0.9,62.7
2016-02-01,237.3,4.9,0.4,-0.2,62.8
2016-03-01,238.1,5.0,0.4,0.2,63.0
2016-04-01,239.0,5.1,0.4,-1.2,62.9
2016-05-01,239.6,4.8,0.4,-1.2,62.7
2016-06-01,240.2,4.9,0.4,-0.6,62.7
2016-07-01,240.1,4.8,0.4,-1.5,62.8
2016-08-01,240.5,4.9,0.4,-1.4,62.9
2016-09-01,241.2,5.0,0.4,-2.2,62.9
2016-10-01,241.7,4.9,0.4,-1.7,62.8
2016-11-01,242.0,4.7,0.4,-1.9,62.7
2016-12-01,242.6,4.7,0.5,-2.3,62.7
2017-01-01,243.6,4.7,0.6,-1.4,62.8
2017-02-01,244.0,4.6,0.7,-1.2,62.9
2017-03-01,243.9,4.4,0.8,-0.2,62.9
2017-04-01,244.2,4.4,0.9,-0.6,63.0
2017-05-01,244.0,4.4,0.9,-0.4,62.8
2017-06-01,244.2,4.3,1.0,0.7,62.8
2017-07-01,244.2,4.3,1.2,-0.4,62.9
2017-08-01,245.2,4.4,1.2,-0.4,62.9
2017-09-01,246.4,4.3,1.2,-1.0,63.1
2017-10-01,246.6,4.2,1.2,-0.8,62.7
2017-11-01,247.3,4.2,1.2,-1.0,62.7
2017-12-01,247.8,4.1,1.3,-2.8,62.7
2018-01-01,248.9,4.0,1.4,-0.8,62.7
2018-02-01,249.5,4.1,1.4,-0.8,63.0
2018-03-01,249.6,4.0,1.5,1.3,62.9
2018-04-01,250.2,4.0,1.7,0.8,62.9
